,상권코드,분기,상권구분,상권명,서비스업종,점포수,분기당매출,주중매출금액,주말매출금액,10대매출,20대매출,30대매출,40대매출,50대매출,60대이상매출,00~06매출,06~11매출,11~14매출,14~17매출,17~21매출,21~24매출
11736,1001024,2,발달상권,관악구 사당역_1,중식음식점,7,367647789,306482632,61165157,671250,48047462,101248520,74145026,47029857,32333273,0,93243,132950385,28522646,127819282,78262233
11737,1001023,2,발달상권,가산디지털단지역_2,중식음식점,12,1048073582,972926543,75147039,688111,161692639,230834581,169225710,96940761,30799606,0,9358710,629760402,71997368,271413174,65543928
11738,1001022,2,발달상권,관악구 사당역_2,중식음식점,6,317134234,235375788,81758446,1884674,109897052,101621384,39216388,31754537,15727553,0,0,37816260,17466582,166799683,95051709
11739,1001021,2,발달상권,가산디지털단지역_1,중식음식점,6,536759879,516125713,20634166,854244,46495914,77853589,52646117,29078969,21104479,0,140340,382899078,11611369,120739873,21369219
11740,1001020,2,발달상권,장지역,중식음식점,4,199590454,175554861,24035593,142823,20341401,41362039,34766053,20467746,8322232,0,0,115816621,18283641,61936078,3554114
11741,1001019,2,발달상권,포이사거리_1,중식음식점,1,154901066,120483324,34417742,0,7386926,23798277,28771413,23913508,12366127,0,388147,81147029,18840302,48178774,6346814
11742,1001018,2,발달상권,포이사거리_2,중식음식점,7,413930034,368712520,45217514,564829,24491683,36165401,40643889,28417001,15399040,0,248826,258964662,18256367,89552114,46908065
11743,1001017,2,발달상권,관악구 사당역_3,중식음식점,3,159160649,108690398,50470251,1054292,52543161,51277720,19784288,15223769,8276547,0,182915,36811197,19643687,76877366,25645484
11744,1001016,2,발달상권,서울 관악구 대학동_1,중식음식점,5,74868708,51495235,23373473,147645,11513317,11814118,7441157,13952096,8091982,393539,676214,35810820,8274534,26998226,2715375
11745,1001015,2,발달상권,서울 금천구 독산1동_1,중식음식점,4,166580264,111981055,54599209,2926746,28701443,41252077,37751557,29175527,16803557,0,1523729,73419471,25500409,61723321,4413334
11746,1001013,2,발달상권,양재 화물트럭터미널앞_2,중식음식점,1,186947929,167543646,19404283,0,3956073,19100525,34143726,12526357,5727988,0,282060,92841138,12229833,50210298,31384600
11747,1001012,2,발달상권,양재 화물트럭터미널앞_1,중식음식점,1,254359627,244214802,10144825,0,2171576,19064494,25281035,9814227,3299499,0,0,186152690,10248543,57958394,0
11748,1001011,2,발달상권,서울 금천구 시흥1동_4,중식음식점,6,118142155,72125387,46016768,715680,15060992,19559722,35556081,25204398,15853582,0,482356,39313481,17446672,47612930,13286716
11749,1001009,2,골목상권,천호옛길,중식음식점,1,109992159,72611483,37380676,0,7369486,14727293,30678076,24064352,11556988,0,1093097,55559172,16412024,36927866,0
11750,1001008,2,골목상권,천호옛14길,중식음식점,1,193009632,132262640,60746992,28886,39037084,71914215,35130131,22090064,16201260,0,0,15448165,14518040,102764386,60279041
11751,1001007,2,골목상권,천호대로219길,중식음식점,2,153944867,106258140,47686727,223009,12022518,51698651,42724400,26133841,6330945,0,0,10141327,7433628,99582744,36787168
11752,1001006,2,골목상권,천호대로197길,중식음식점,1,58936339,38065269,20871070,0,3479490,12154920,13586855,10935124,7664752,0,371766,21306789,10836374,25451335,970075
11753,1001005,2,골목상권,천호대로187길,중식음식점,2,87172305,57037679,30134626,840445,7463847,17998111,18656140,17302336,21054553,0,160077,36892905,22650992,27468331,0
11754,1001004,2,골목상권,천호대로170길,중식음식점,3,89877913,60724622,29153291,0,8265686,16257179,26014238,21523172,13109581,724957,0,40119305,12938669,30171930,5923052
11755,1001003,2,골목상권,천호대로162길,중식음식점,2,41227256,25138655,16088601,107493,4810448,5552594,9203202,6889951,12933394,0,72211,18345049,8691310,14118686,0
11756,1001002,2,골목상권,천중로51길,중식음식점,4,101741872,55960692,45781180,293480,9938246,16120990,36302418,23032619,13771146,0,307999,44218124,16478402,40737347,0
11757,1000999,2,골목상권,진황도로27길,중식음식점,1,42600816,34874273,7726543,154656,4675493,6679895,11765598,8669388,5289229,0,0,20954010,7865796,13781010,0
11758,1000998,2,골목상권,올림픽로98길,중식음식점,5,64093976,36072585,28021391,77942,3454097,9339089,17914879,16244804,11774712,0,296683,28068145,14116567,21612581,0
11759,1000997,2,골목상권,올림픽로80길,중식음식점,2,67741465,37596240,30145225,396122,4362323,9207746,17846347,13505136,12149846,0,607424,35840889,9696389,21596763,0
11760,1000994,2,골목상권,올림픽로71길,중식음식점,1,31581859,24324545,7257314,0,3043449,8827593,7864983,5702606,2767633,1505155,0,2689035,1826432,13057884,12503353
11761,1000993,2,골목상권,올림픽로48길,중식음식점,5,96934801,65075871,31858930,92327,4898895,14828210,25205850,18196906,20014291,0,213106,44344742,13467081,35308187,3601685
11762,1000992,2,골목상권,양재대로96길,중식음식점,1,64238377,47523724,16714653,162788,2784399,10793409,12137562,23206355,9291854,0,67029,32496989,9140350,22534009,0
11763,1000991,2,골목상권,양재대로95길,중식음식점,2,20492083,12559997,7932086,397693,2933112,2766173,7159666,3603603,2562534,0,192543,6776828,4913287,8337802,271623
11764,1000988,2,골목상권,양재대로124길,중식음식점,3,34290227,21789537,12500690,37466,2765151,5874496,8397084,7722614,9493416,0,168239,18610835,5977593,9344928,188632
11765,1000987,2,골목상권,양재대로116길,중식음식점,3,114748327,85638379,29109948,539183,20651097,23710983,19904143,31647579,18295342,0,687138,47174615,22022731,43185614,1678229
11766,1000983,2,골목상권,성내로5길,중식음식점,2,334928982,239272611,95656371,121825,32154774,75944098,84832338,61775942,37711256,0,1895560,174150228,52685353,103133532,3064309
11767,1000982,2,골목상권,상일로5길,중식음식점,5,55228636,36734329,18494307,543416,7013195,8557435,14295743,12309309,5947278,0,258346,18284179,4322880,24303312,8059919
11768,1000981,2,골목상권,상암로5길,중식음식점,4,143445472,100245710,43199762,1342183,17145376,31156734,37487827,26206596,20492329,0,1211882,53665917,24560760,54024599,9982314
11769,1000980,2,골목상권,상암로51길,중식음식점,7,143423928,85958031,57465897,2709923,20191108,26832101,32338722,33069683,20639705,38023,380234,40095582,18764504,64582592,19562993
11770,1000979,2,골목상권,상암로4길,중식음식점,3,60008728,34261222,25747506,643574,4540966,10333260,14773840,16590695,9341909,0,667234,24833491,9299945,24538288,669770
11771,1000978,2,골목상권,상암로14길,중식음식점,1,26391714,18448790,7942924,0,2319908,3446720,8451093,5479402,2143153,0,0,9622095,5258457,11511162,0
11772,1000977,2,골목상권,명일로13길,중식음식점,2,33459330,30241700,3217630,0,5000737,5609017,6905190,5231063,3353662,0,0,9250975,637652,11136879,12433824
11773,1000976,2,골목상권,동남로85길,중식음식점,1,36918897,20522173,16396724,0,1537681,4441114,13091975,8362005,7965348,0,0,14483311,5347599,17087987,0
11774,1000975,2,골목상권,동남로82길,중식음식점,1,121470673,74480582,46990091,635750,3775378,18563906,34059909,25866883,19881050,0,420573,51411000,23721634,45917466,0
11775,1000972,2,골목상권,구천면로41길,중식음식점,4,121605735,83425282,38180453,715887,13225200,23599474,36220376,21466595,19167687,585480,275653,32089316,15025651,49233339,24396296
11776,1000968,2,골목상권,고덕로10길,중식음식점,3,99825870,58999104,40826766,306121,5901476,13153195,27957574,28907538,17744256,0,1737074,37006864,17769047,43312885,0
11777,1000967,2,골목상권,강동대로53길,중식음식점,3,72012964,50693400,21319564,1702613,12752181,15130124,15660275,14235380,6664275,0,442801,17525281,7083673,31870481,15090728
11778,1000965,2,골목상권,오금로46길,중식음식점,4,85946687,59822186,26124501,452894,5354462,15106003,12812873,22604543,8226729,0,4804111,49640682,15174798,16327096,0
11779,1000964,2,골목상권,오금로36길,중식음식점,5,89256004,77164635,12091369,902864,18781503,12630536,18653889,17087435,6482761,0,749729,41059612,8046025,29842394,9558244
11780,1000963,2,골목상권,오금로11길,중식음식점,8,79548636,48111791,31436845,750630,21887057,22388724,12636099,7858158,9321131,0,41160,28061950,13711366,37734160,0
11781,1000962,2,골목상권,양재대로72길,중식음식점,3,23186533,15075204,8111329,209501,774373,3690743,8630693,6819980,2835142,0,0,11672402,1656180,7240846,2617105
11782,1000961,2,골목상권,양재대로71길,중식음식점,1,79307313,46267418,33039895,804801,7047936,13488094,18166269,13734372,9266193,0,756423,33004493,10611925,34441917,492555
11783,1000958,2,골목상권,송파대로30길,중식음식점,9,407819563,290530782,117288781,2526598,43060765,93631930,78624741,76917544,47112646,30343901,34858625,141035163,46982423,108991807,45607644
11784,1000957,2,골목상권,송이로36길,중식음식점,4,211652499,177752073,33900426,200245,13639547,41407230,47267136,30866020,22545455,0,2965004,108446449,28100940,67465352,4674754
11785,1000955,2,골목상권,송이로23길,중식음식점,3,118914470,88165548,30748922,120615,17957099,29355441,26220054,18457226,9373808,0,368865,54395964,15743934,37839117,10566590
11786,1000954,2,골목상권,삼전로13길,중식음식점,6,202503410,134818198,67685212,1929931,23270060,35586408,56177869,35415576,27885877,0,3446395,76755619,28852772,83193470,10255154
11787,1000952,2,골목상권,백제고분로46길,중식음식점,2,84412114,51832977,32579137,315941,4952846,7117974,26018705,18891438,12897843,0,464619,31092354,11792049,41063092,0
11788,1000950,2,골목상권,백제고분로42길,중식음식점,1,80721030,46590922,34130108,281353,11658369,19628430,17491101,17932280,6617680,0,1657375,29803437,16616310,28090264,4553644
11789,1000949,2,골목상권,백제고분로39길,중식음식점,4,66553723,54043945,12509778,242138,5267897,10336171,15133589,12939711,6135086,0,0,34175444,13050081,18331492,996706
11790,1000947,2,골목상권,백제고분로33길,중식음식점,4,227555109,150143237,77411872,110934,29983570,56591823,50208473,35491988,19970771,0,402134,40795861,23292201,114437219,48627694
11791,1000946,2,골목상권,백제고분로32길,중식음식점,1,28921701,24692230,4229471,130169,3847068,7189645,9818748,3853278,4082793,0,0,15045412,2181944,11694345,0
11792,1000945,2,골목상권,백제고분로31길,중식음식점,2,113678175,88258376,25419799,317778,13295054,25311775,28689228,16039781,14138533,0,375751,57931494,16240101,39092516,38313
11793,1000944,2,골목상권,백제고분로22길,중식음식점,1,108512597,61037785,47474812,486590,9163143,18085921,36591014,16224567,15060853,0,2638141,52836100,14152160,38886196,0
11794,1000943,2,골목상권,백제고분로21길,중식음식점,4,54708992,40062974,14646018,551996,4966375,7113421,11074578,11322627,3987124,670127,185788,25718159,7074050,19405418,1655450
11795,1000941,2,골목상권,동남로20길,중식음식점,6,80321545,66366189,13955356,15047290,18631211,9367782,20363939,13817034,3094289,0,30446,20727217,18285426,38834229,2444227
11796,1000940,2,골목상권,거마로20길,중식음식점,2,39230029,27773029,11457000,608273,4377034,4818792,7074313,7134463,8423579,0,109728,18930408,7702405,11239931,1247557
11797,1000939,2,골목상권,학동로77길,중식음식점,1,60311844,52762841,7549003,49340,5612412,13031898,11742893,10194854,5914619,0,37005,29005686,7172786,20284860,3811507
11798,1000937,2,골목상권,학동로56길,중식음식점,4,47920416,42067644,5852772,213154,3181374,2583347,8281134,9924612,5045974,0,0,28680773,4051919,14343076,844648
11799,1000935,2,골목상권,테헤란로81길,중식음식점,10,2374848575,1842616108,532232467,541325,205091337,492043758,333464805,185340735,129440831,0,1282943,834572577,220974241,984156410,333862404
11800,1000934,2,골목상권,일원로9길,중식음식점,5,247865117,170126653,77738464,2967873,23466409,35389223,61677686,59298203,27408622,0,687583,105099376,36898369,98710137,6469652
11801,1000933,2,골목상권,일원로3길,중식음식점,1,367931,204406,163525,0,0,0,128484,163525,75922,0,0,239447,0,128484,0
11802,1000931,2,골목상권,영동대로112길,중식음식점,2,178962088,164624678,14337410,245447,10954054,22968104,27429349,16707798,6969562,0,0,80981051,41063205,41388118,15529714
11803,1000930,2,골목상권,언주로81길,중식음식점,7,172145142,168507275,3637867,56046,21605829,33419935,35167753,14385397,4570593,0,2087327,100583780,21042125,42235858,6196052
11804,1000929,2,골목상권,압구정로2길,중식음식점,3,338883560,256897253,81986307,33772,13263193,30052603,36623125,49476000,61430970,0,173684,93800633,34143653,147127294,63638296
11805,1000928,2,골목상권,선릉로18길,중식음식점,1,58079196,37308509,20770687,174397,3739571,13109674,13936815,13216804,7798038,0,69759,30502041,7984893,18859794,662709
11806,1000927,2,골목상권,선릉로146길,중식음식점,4,845987292,643037589,202949703,0,36091432,108727334,104470739,98094210,72050940,0,0,169792692,120998017,344032242,211164341
11807,1000925,2,골목상권,선릉로132길,중식음식점,2,451472908,362787085,88685823,1317931,23237173,60879076,104247070,77186617,41537222,0,404336,213399276,39683097,166489565,31496634
11808,1000923,2,골목상권,삼성로75길,중식음식점,1,182392462,148670598,33721864,593134,4737842,22665694,20452288,31707376,22759727,0,0,82069556,17833817,73899489,8589600
11809,1000922,2,골목상권,삼성로69길,중식음식점,2,135194425,72092683,63101742,2348144,4917360,9192357,42505531,31643184,17280280,0,0,42308417,23374490,64334249,5177269
11810,1000914,2,골목상권,봉은사로43길,중식음식점,2,246276555,217694631,28581924,95890,30254377,45622638,46031923,26179491,15440102,0,134095,133599997,23055882,71578087,17908494
11811,1000913,2,골목상권,봉은사로29길,중식음식점,3,186407322,176877289,9530033,50089,19275394,33475063,27612272,23588345,11187980,0,93916,117234985,14601643,50598040,3878738
11812,1000911,2,골목상권,도산대로89길,중식음식점,2,187363946,146402760,40961186,0,11841946,32497483,28419462,34813992,30615320,0,337825,94886375,14858234,60565246,16716266
11813,1000910,2,골목상권,도산대로81길,중식음식점,1,336089080,253693427,82395653,0,23017679,60082299,34856810,35053106,32404366,0,0,29555249,53763052,157225240,95545539
11814,1000909,2,골목상권,도산대로50길,중식음식점,1,379345752,275176786,104168966,0,16266680,34601004,67662253,69202007,73309848,0,0,138218293,39788409,171943750,29395300
11815,1000907,2,골목상권,도산대로30길,중식음식점,3,288765823,246937607,41828216,117777,19655339,47408939,46215465,31619532,19718064,0,0,144391007,28778679,87204730,28391407
11816,1000904,2,골목상권,도곡로37길,중식음식점,9,282272070,246291707,35980363,423921,29852670,50924097,63742429,32811154,17149196,0,1837920,176823991,25896705,71045932,6667522
11817,1000903,2,골목상권,논현로8길,중식음식점,1,112446685,74852269,37594416,821736,7679733,12885518,28795722,20971748,11451851,0,104902,51209880,10346004,48451819,2334080
11818,1000901,2,골목상권,논현로28길,중식음식점,4,319482159,263354868,56127291,433777,32475079,56231940,57845609,51064272,26289718,0,1790474,173242656,31710768,91629870,21108391
11819,1000896,2,골목상권,논현로115길,중식음식점,2,288919705,217520569,71399136,323764,39416746,59218276,55656873,33760038,19859564,22599342,15009213,120040101,28943283,81014317,21313449
11820,1000895,2,골목상권,논현로10길,중식음식점,2,97518581,66223075,31295506,1412879,9719887,17106982,16330245,18621319,12405252,0,773648,50968168,13068379,31982531,725855
11821,1000894,2,골목상권,논현로106길,중식음식점,2,98296412,88932532,9363880,0,9040396,18312670,19540767,8213077,6652906,0,103057,59234918,9870577,25807210,3280650
11822,1000892,2,골목상권,개포로82길,중식음식점,1,70308010,43493834,26814176,2893149,7966780,8324832,18155518,17738238,8421490,0,844678,31515542,9961636,27748430,237724
11823,1000891,2,골목상권,개포로28길,중식음식점,1,224521207,146669679,77851528,322356,5563724,19100156,40318865,46716682,47863522,0,105385,97068849,25174687,89476458,12695828
11824,1000889,2,골목상권,개포로17길,중식음식점,1,204670855,124684257,79986598,0,7828157,34386646,46110214,43428229,28636870,0,0,101996290,37000180,64342727,1331658
11825,1000881,2,골목상권,효령로31길,중식음식점,2,133222953,99073656,34149297,283947,11624453,22952341,34108282,14367692,13253990,0,441695,75373592,16989464,39774590,643612
11826,1000876,2,골목상권,언남길,중식음식점,1,312372818,243222380,69150438,956675,27645457,38634956,67218691,62968846,27492144,0,85855,160402526,37825462,106503695,7555280
11827,1000875,2,골목상권,신반포로45길,중식음식점,2,128924355,114918967,14005388,441973,7456148,19194270,17173821,31776321,17828171,0,487892,83234485,10418103,34646117,137758
11828,1000873,2,골목상권,서초대로64길,중식음식점,1,175353428,140589786,34763642,0,10633648,21810838,31616781,31566168,13931290,0,142344,87214886,14611381,67242924,6141893
11829,1000872,2,골목상권,서초대로4길,중식음식점,1,90845190,57258901,33586289,0,8761102,20563326,18998435,15034012,9961344,0,0,33632526,9110021,47101647,1000996
11830,1000871,2,골목상권,서초대로25길,중식음식점,2,214045974,164770091,49275883,511247,21408245,39645104,44486747,32830325,25404812,0,204499,112973898,25913295,67020288,7933994
11831,1000866,2,골목상권,사평대로22길,중식음식점,4,73447581,53292936,20154645,60913,2061910,6822276,7774043,14680074,18816079,0,0,26612964,3941083,38416415,4477119
11832,1000863,2,골목상권,방배로35길,중식음식점,2,385741086,238162541,147578545,394953,31773572,64203442,68259940,57390403,60400615,0,0,146994015,58137426,158740573,21869072
11833,1000861,2,골목상권,반포대로9길,중식음식점,1,99376769,73257821,26118948,1720980,7221970,16011261,22483377,25291647,12403350,0,347269,57001321,11229396,28831949,1966834
11834,1000860,2,골목상권,바우뫼로39길,중식음식점,2,90780420,75578338,15202082,203330,6080833,14528552,14642926,9848789,4632108,0,972171,61189574,7481903,19071703,2065069
11835,1000858,2,골목상권,방배천로4안길,중식음식점,2,245985571,164690657,81294914,1171589,19400182,30816149,44125404,47760679,51315615,0,7478088,122441133,41253337,73219651,1593362
11836,1000856,2,골목상권,동산로10길,중식음식점,1,111927965,90660640,21267325,380859,3200837,9691645,25112381,20939140,23090587,0,56724,69591845,17243997,25035399,0
11837,1000855,2,골목상권,동광로39길,중식음식점,4,347385808,237866109,109519699,964753,28705426,66540783,66159072,56555448,30175066,0,0,80081866,36051301,172454005,58798636
11838,1000854,2,골목상권,동광로1길,중식음식점,1,169863414,116772946,53090468,637820,12453514,34803434,42957630,36658587,23194523,0,0,66866220,19387405,73806579,9803210
11839,1000853,2,골목상권,동광로12길,중식음식점,1,29557779,26138988,3418791,0,2522525,4410906,7280473,7356417,6015232,0,0,13139903,6480740,9361070,576066
11840,1000852,2,골목상권,논현로27길,중식음식점,6,179414186,114316565,65097621,116390,12603207,33683610,31192424,20936705,18573101,0,0,62318819,28583729,77268846,11242792
11841,1000850,2,골목상권,남부순환로339길,중식음식점,5,726154096,601928438,124225658,992504,59285517,123467316,135044888,74057948,52081750,0,184328,418294761,51570655,217367741,38736611
11842,1000849,2,골목상권,남부순환로325길,중식음식점,8,340155345,257691679,82463666,2141408,43766441,62369099,68052427,56931755,55189917,0,0,172619445,50726795,106400134,10408971
11843,1000848,2,골목상권,남부순환로317길,중식음식점,4,141304672,104745349,36559323,2360861,14419465,23182486,30034824,26893986,10350673,0,123713,74291963,19065584,45404131,2419281
11844,1000846,2,골목상권,강남대로8길,중식음식점,3,67922939,58065081,9857858,224908,7606275,17224229,16468288,4934239,1174521,0,0,0,0,39756920,28166019
11845,1000845,2,골목상권,강남대로34길,중식음식점,3,68000751,62901680,5099071,0,5259649,17536858,13798479,4346887,3025637,0,0,43466053,5620246,13843553,5070899
11846,1000844,2,골목상권,강남대로23길,중식음식점,1,54906020,52505485,2400535,0,5210731,5911366,10184088,3882205,3361514,0,0,37987416,2526879,14391725,0
11847,1000842,2,골목상권,원신길,중식음식점,1,39712057,25589368,14122689,80894,2096788,7074352,12029718,11797157,5466931,0,950501,21039097,8817412,8905047,0
11848,1000841,2,골목상권,양지길,중식음식점,1,10856069,7036247,3819822,0,1841643,1184123,3758179,2801387,907675,0,375846,4262144,2262747,3955332,0
11849,1000839,2,골목상권,호암로24길,중식음식점,7,269805188,174524413,95280775,7490843,96265031,60568674,47492125,44871740,11826103,0,1621914,104297695,42863819,118863809,2157951
11850,1000838,2,골목상권,호암로20길,중식음식점,3,77939749,50141900,27797849,524077,21841680,18424526,14456922,15150167,4281331,0,429270,28161214,13580598,34512952,1255715
11851,1000837,2,골목상권,행운길,중식음식점,3,63623324,45236687,18386637,278059,12130718,12545745,16383159,11311657,6664075,0,1511944,28587919,14172308,19351153,0
11852,1000835,2,골목상권,청림3길,중식음식점,1,119929898,66747337,53182561,744759,6384029,16380893,35230422,32906300,19973703,0,1086828,51134474,20527942,47180654,0
11853,1000834,2,골목상권,청룡길,중식음식점,8,138608976,82401005,56207971,1089179,11259239,18135795,28036161,28755384,29531192,0,4149900,58936230,27362582,47933273,226991
11854,1000831,2,골목상권,조원중앙로2길,중식음식점,2,56942638,32992976,23949662,0,6991424,15158559,16623767,9320223,8848665,0,0,18795798,10711792,23759999,3675049
11855,1000830,2,골목상권,조원로18길,중식음식점,3,39431155,17795313,21635842,210440,3858737,1273431,13696798,8818574,8087767,0,0,17440198,7483764,14507193,0
11856,1000829,2,골목상권,조원로10길,중식음식점,3,32330437,22367552,9962885,0,1081802,8087761,11302259,9581678,1019985,0,0,1627855,3286619,17267626,10148337
11857,1000827,2,골목상권,장군봉1길,중식음식점,7,147068310,83795470,63272840,913706,18950191,28720944,28941681,32659613,21134474,906243,2292885,46316285,31939318,58301052,7312527
11858,1000826,2,골목상권,인헌길,중식음식점,1,35520372,21424295,14096077,357474,4287648,8667592,9066373,8020079,3411127,0,0,15569450,4429781,15521141,0
11859,1000824,2,골목상권,양녕로6길,중식음식점,1,33188012,27535196,5652816,220240,3356373,8234374,8533451,5975452,4691946,0,0,17613925,7163031,8411056,0
11860,1000823,2,골목상권,신원로3길,중식음식점,3,17052599,13180393,3872206,170207,1139272,1174552,2024212,3344481,8260192,0,354598,7524561,3489240,5684200,0
11861,1000820,2,골목상권,신림로64길,중식음식점,1,36899990,24130336,12769654,288751,6790290,7787674,7939608,7194239,4821574,0,0,16961499,8231765,10573902,1132824
11862,1000817,2,골목상권,신림로28길,중식음식점,3,45313020,29969033,15343987,94086,8665955,11854169,9949637,8607736,4136027,0,174452,14860429,5243447,23246314,1788378
11863,1000815,2,골목상권,신림동길,중식음식점,2,30465717,19813980,10651737,334765,13790035,8915281,4609018,1894934,921684,125167,585783,12972338,4946611,8251027,3584791
11864,1000812,2,골목상권,봉천로33길,중식음식점,2,11742953,8949267,2793686,0,1779030,2340474,4937993,1068771,311161,0,0,0,0,7494926,4248027
11865,1000810,2,골목상권,복은길,중식음식점,1,81986080,46511029,35475051,218395,8475123,12663371,21099748,20092314,9979229,0,408610,36306360,12251238,32875450,144422
11866,1000809,2,골목상권,법원단지길,중식음식점,3,116218705,67163758,49054947,771345,7992619,15588840,37059877,32850671,18657274,0,954444,50276287,19590612,44159045,1238317
11867,1000806,2,골목상권,대학길,중식음식점,3,169337256,106200124,63137132,848884,35830034,38481330,37219878,34355936,14598001,0,2159377,57975712,33370906,67944430,7886831
11868,1000804,2,골목상권,당곡길,중식음식점,2,13795083,5747707,8047376,0,1466878,1437658,3588300,3541546,2308433,365259,230843,5762318,2486680,4529206,420777
11869,1000803,2,골목상권,남현길,중식음식점,1,73276096,46488734,26787362,207457,4513147,10069374,23102760,14501955,17115248,0,1405075,36311576,10064202,25495243,0
11870,1000800,2,골목상권,남부순환로248길,중식음식점,1,63725812,38317871,25407941,307450,6217662,15536692,13056195,12897993,8898151,0,847728,25921353,10438389,26255666,262676
11871,1000799,2,골목상권,남부순환로234길,중식음식점,2,191996143,139487277,52508866,1165394,33686349,27517103,23426492,25411141,12354025,0,0,90135014,24372628,74593635,2894866
11872,1000798,2,골목상권,남부순환로172길,중식음식점,1,3951909,3244768,707141,64653,1119752,812053,1117508,471428,245291,0,0,1293058,909181,1749670,0
11873,1000797,2,골목상권,남부순환로161길,중식음식점,4,185373104,121005849,64367255,3250181,26904913,43441757,40040996,50864584,10152862,0,263473,89312549,18815981,72948094,4033007
11874,1000796,2,골목상권,남부순환로151길,중식음식점,3,66943970,36946090,29997880,396766,12222783,16379204,16483807,15810507,4388467,0,0,8632658,10087464,36825854,11397994
11875,1000795,2,골목상권,남부순환로142길,중식음식점,1,14933362,11582001,3351361,391121,3774928,3360234,2825438,2833252,1748389,748240,1628523,5036473,2056088,2766601,2697437
11876,1000793,2,골목상권,난우길,중식음식점,2,187807732,110402125,77405607,3191705,19290456,29783323,49562646,50834301,32217379,0,1958969,80033364,32469912,73345487,0
11877,1000792,2,골목상권,난곡로74길,중식음식점,4,34516246,16927891,17588355,0,1151207,5072335,8520026,14301126,5471552,0,256038,7572510,10570546,12367009,3750143
11878,1000790,2,골목상권,난곡로26길,중식음식점,3,57396164,29741805,27654359,264917,3900163,11442929,13150170,14550794,9573795,0,924756,27252077,8896786,20322545,0
11879,1000786,2,골목상권,구암길,중식음식점,1,19363426,8601983,10761443,0,1009927,2278143,6422020,6405533,3247803,0,116486,8509394,2870316,7867230,0
11880,1000785,2,골목상권,관천로22길,중식음식점,1,33459140,19798162,13660978,1094086,3032726,5870979,11160761,6718113,3777421,0,0,12955366,4988514,15515260,0
11881,1000783,2,골목상권,관악로30길,중식음식점,5,14960273,11517626,3442647,0,1562463,617415,8048646,4131339,287775,819877,1835938,607958,2753383,5160035,3783082
11882,1000782,2,골목상권,관악로28길,중식음식점,2,158043066,95283746,62759320,452704,19471468,29155167,36341190,34967467,22848534,0,0,59174113,27167432,70140474,1561047
11883,1000781,2,골목상권,관악로14길,중식음식점,3,274678095,190345285,84332810,4302041,68821825,56171747,42774900,51746385,25425472,0,1406957,114320639,31858168,112167768,14924563
11884,1000779,2,골목상권,흑석로9길,중식음식점,4,50068070,35914295,14153775,4206498,21640613,4868086,7408939,6807044,603228,0,954891,17581271,9115092,20942160,1474656
11885,1000777,2,골목상권,장승배기로27길,중식음식점,1,86589156,52029283,34559873,39258,18115704,22421766,17975336,17878264,6661585,0,1131947,19639857,9291598,38166051,18359703
11886,1000776,2,골목상권,장승배기로19길,중식음식점,2,45702642,26519063,19183579,143330,10083464,15376311,8166909,7198639,4733989,0,0,17087012,13111025,15504605,0
11887,1000774,2,골목상권,여의대방로46길,중식음식점,1,80680721,55571489,25109232,104681,8883634,9525996,18990136,22439861,6932755,0,57099,38061164,11058150,30110143,1394165
11888,1000773,2,골목상권,여의대방로24길,중식음식점,2,52065878,47933653,4132225,191202,3416480,9177231,6770543,6736269,4929056,0,155659,23732406,16301089,11750336,126388
11889,1000772,2,골목상권,여의대방로22카길,중식음식점,2,33178955,21179159,11999796,129616,3612131,6121634,9562212,6543178,5602953,0,0,14618028,3883278,14558403,119246
11890,1000768,2,골목상권,신대방길,중식음식점,6,185140066,116265254,68874812,348678,12569313,30846220,56137335,66879306,13893777,6190337,764484,31485489,34881168,95710094,16108494
11891,1000761,2,골목상권,상도로62길,중식음식점,2,45212307,33060264,12152043,232912,13721874,12035587,6614715,4448629,232912,0,0,0,1876609,27983438,15352260
11892,1000760,2,골목상권,상도로61길,중식음식점,6,159621585,125684963,33936622,6570529,60005117,20148702,22358769,23023999,7213864,0,681686,69399214,24118213,61936005,3486467
11893,1000758,2,골목상권,상도로37길,중식음식점,2,327312564,211141954,116170610,862591,40136957,52827328,82966015,70978955,32904946,0,3742895,138904052,52959680,126446675,5259262
11894,1000757,2,골목상권,상도로15길,중식음식점,1,72489896,47976621,24513275,777070,2648561,8547763,21695659,19385212,11822132,0,871979,35585032,12154314,23878571,0
11895,1000756,2,골목상권,사당로8길,중식음식점,1,125066908,69024631,56042277,634813,7995502,17613797,38723532,24178738,22044071,0,89410,51980821,26308935,46687742,0
11896,1000755,2,골목상권,사당로30길,중식음식점,2,46930970,29837520,17093450,489140,2688065,4155484,8949935,9941434,8932307,0,198300,26761669,6671689,12558992,740320
11897,1000746,2,골목상권,만양로8길,중식음식점,2,15385556,9104255,6281301,18324,2978451,2174011,1993765,3838626,2040507,0,335850,5516561,2346411,6732883,453851
11898,1000745,2,골목상권,만양로14길,중식음식점,3,50665514,38802356,11863158,159865,13795146,14137939,8382103,8668680,3752378,0,520050,22456191,10510706,16050917,1127650
11899,1000744,2,골목상권,등용로14길,중식음식점,2,36436566,33932726,2503840,0,4339988,6358405,5733026,4289307,2852564,0,290604,22727519,3984755,9433688,0
11900,1000743,2,골목상권,동작대로7길,중식음식점,3,60694406,42151802,18542604,75110,10477746,10699787,10785224,11409570,9400397,0,145524,29433450,9534186,18105094,3476152
