,상권코드,분기,상권구분,상권명,총생활인구수,10대생활인구,20대생활인구,30대생활인구,40대생활인구,50대생활인구,60대이상생활인구
2387,1000603,1,골목상권,화곡로13길,722589,116919,91736,113414,109515,103310,187695
2388,1000602,1,골목상권,초원로16길,860044,131553,102214,118737,122637,138150,246754
2389,1000601,1,골목상권,초록마을로8길,1189766,219604,159927,206274,191234,144058,268670
2390,1000600,1,골목상권,초록마을로3길,1320308,197970,224837,241704,207816,162564,285420
2391,1000599,1,골목상권,월정로20길,1147721,95986,222155,265997,165611,145437,252536
2392,1000598,1,골목상권,우장산로6길,2010509,583109,204315,233278,368142,256304,365360
2393,1000597,1,골목상권,양천로73가길,699467,151675,72801,132104,138793,87907,116186
2394,1000596,1,골목상권,양천로71길,1053233,287497,89724,179747,221896,112850,161518
2395,1000595,1,골목상권,양천로49길,209163,22166,35227,51400,32503,29607,38262
2396,1000594,1,골목상권,양천로26길,328460,59643,32674,66727,57328,44885,67202
2397,1000593,1,골목상권,양천로24길,993262,176483,110478,162999,144893,141421,256988
2398,1000592,1,골목상권,양천로24가길,787266,139488,75828,125543,111905,117928,216573
2399,1000591,1,골목상권,양천로14길,632368,94885,77704,108079,95340,95913,160446
2400,1000590,1,골목상권,방화대로6라길,630759,157601,67118,99593,108818,87452,110177
2401,1000589,1,골목상권,방화대로21길,365605,47171,51496,60112,50661,54369,101793
2402,1000588,1,골목상권,등촌로5길,338593,42280,44645,58989,55192,49674,87814
2403,1000587,1,골목상권,등촌로55길,589309,79624,92651,124737,94043,77446,120807
2404,1000586,1,골목상권,등촌로51길,324419,47686,45997,54728,52426,42945,80636
2405,1000585,1,골목상권,등촌로39길,920272,174471,118049,154341,131402,127159,214850
2406,1000584,1,골목상권,등촌로13길,870170,162479,106064,149778,146227,112632,192991
2407,1000583,1,골목상권,남부순환로11길,909293,164135,120082,166529,136974,120870,200703
2408,1000582,1,골목상권,까치산로4길,830839,135255,115936,156101,134865,104937,183743
2409,1000581,1,골목상권,국회대로7길,568303,81208,68920,92830,93069,85349,146927
2410,1000580,1,골목상권,공항대로8길,816802,144569,118481,137343,109304,114201,192905
2411,1000579,1,골목상권,공항대로61길,709745,108938,97632,146533,125349,96118,135175
2412,1000578,1,골목상권,공항대로59다길,898504,137393,120541,194865,162226,115945,167534
2413,1000577,1,골목상권,공항대로59길,544710,73571,90228,114501,90072,70619,105718
2414,1000576,1,골목상권,공항대로55길,535658,84856,80067,114938,84309,69157,102330
2415,1000575,1,골목상권,공항대로42길,297797,52208,40155,46907,54028,44209,60290
2416,1000574,1,골목상권,공항대로38길,203793,26298,36283,38487,37797,30018,34911
2417,1000573,1,골목상권,곰달래로60길,482081,64819,61382,77395,80828,73583,124075
2418,1000572,1,골목상권,곰달래로53길,855658,201322,89507,120323,135821,112421,196262
2419,1000571,1,골목상권,곰달래로47길,763891,157507,88863,118717,116128,103147,179530
2420,1000570,1,골목상권,곰달래로31길,825185,184596,107199,134843,138182,99371,160993
2421,1000569,1,골목상권,곰달래로25길,543010,73880,83580,106422,87246,71062,120820
2422,1000568,1,골목상권,개화동로25길,783426,95081,123418,127175,113870,123782,200103
2423,1000567,1,골목상권,개화동로23길,971386,144494,123026,146322,136695,146431,274417
2424,1000566,1,골목상권,강서로8길,1682427,263112,229413,339155,269547,233364,347835
2425,1000565,1,골목상권,강서로5라길,800463,122674,94049,134086,134501,113646,201507
2426,1000564,1,골목상권,강서로5나길,2150385,156921,424407,504390,312876,283432,468359
2427,1000563,1,골목상권,강서로5가길,1538772,184931,284015,328610,246433,197821,296963
2428,1000562,1,골목상권,강서로47라길,780424,248204,93705,94013,125582,100649,118273
2429,1000561,1,골목상권,강서로47길,1052781,312876,110020,121753,184582,140133,183417
2430,1000560,1,골목상권,강서로45다길,835676,126191,105449,132453,122051,118634,230898
2431,1000559,1,골목상권,강서로45길,564540,143478,58876,67918,93492,73286,127487
2432,1000558,1,골목상권,강서로35길,679581,72603,101594,121298,100328,102436,181324
2433,1000557,1,골목상권,강서로29길,656314,80367,109096,133331,100280,88890,144351
2434,1000556,1,골목상권,강서로18길,1029051,156730,139808,170561,166557,142815,252579
2435,1000555,1,골목상권,강서로17가길,563316,66783,82464,100841,84259,79203,149765
2436,1000554,1,골목상권,강서로15길,1423919,154897,235032,284652,213468,196579,339292
2437,1000553,1,골목상권,가로공원로80길,529992,87071,69710,89440,77159,76904,129707
2438,1000552,1,골목상권,가로공원로76가길,646894,97555,84555,106739,95014,94872,168161
2439,1000551,1,골목상권,화곡로4길,204528,32293,25334,28400,33683,35662,49160
2440,1000550,1,골목상권,화곡로3길,429233,100272,47535,56865,62685,70184,91693
2441,1000549,1,골목상권,지양로7길,443431,66117,46280,55558,68555,69177,137743
2442,1000548,1,골목상권,중앙로55길,953638,179579,110321,150877,139502,129180,244178
2443,1000547,1,골목상권,중앙로51길,971605,209072,107620,144654,142872,127744,239644
2444,1000546,1,골목상권,중앙로47길,1288492,219393,138221,166843,198480,201919,363633
2445,1000545,1,골목상권,중앙로45길,917070,143382,119201,122731,141190,147972,242595
2446,1000544,1,골목상권,중앙로36길,362968,84688,39018,42724,67511,55138,73890
2447,1000543,1,골목상권,중앙로32길,404012,99833,42677,48370,73507,62371,77257
2448,1000542,1,골목상권,중앙로25길,389751,69052,36942,45700,62336,64343,111377
2449,1000541,1,골목상권,은행정로7길,634471,146504,85364,86187,96563,86946,132905
2450,1000540,1,골목상권,은행정로5길,169056,36829,19296,21071,29964,26263,35630
2451,1000539,1,골목상권,오목로5길,617552,137591,53421,94145,106734,77245,148416
2452,1000538,1,골목상권,오목로3길,914815,201314,91621,128743,145954,128794,218387
2453,1000537,1,골목상권,오목로30길,849668,129761,126224,135740,125085,127540,205317
2454,1000536,1,골목상권,오목로23길,994101,134147,131445,168013,150556,153608,256334
2455,1000535,1,골목상권,신월로20길,662417,118428,73387,117430,105589,98112,149471
2456,1000534,1,골목상권,신월로15길,1331527,276950,137838,188838,208315,196861,322726
2457,1000533,1,골목상권,신목로6길,951903,243004,112837,99151,159190,149832,187889
2458,1000532,1,골목상권,신목로5길,528495,159428,55248,54620,93063,76436,89702
2459,1000531,1,골목상권,신목로2길,716386,172058,86947,76034,112123,116894,152329
2460,1000530,1,골목상권,목동중앙서로8가길,383160,78839,48349,49240,67134,60409,79191
2461,1000529,1,골목상권,목동중앙서로7길,943992,196870,126944,121399,162153,144780,191846
2462,1000528,1,골목상권,목동중앙북로8길,491282,67318,63929,93309,80323,70542,115861
2463,1000527,1,골목상권,목동중앙북로16길,746126,95571,121676,157043,111452,100326,160059
2464,1000526,1,골목상권,목동중앙본로7길,699589,144940,94153,96932,107898,113561,142107
2465,1000525,1,골목상권,목동중앙로3길,581774,172763,66887,54709,101680,89869,95869
2466,1000524,1,골목상권,목동중앙로13나길,184798,43994,22177,32032,32382,23550,30662
2467,1000523,1,골목상권,목동중앙남로3가길,771083,144241,95514,115641,118706,122030,174950
2468,1000522,1,골목상권,목동로9길,1082167,278085,120445,139641,188337,165819,189841
2469,1000521,1,골목상권,목동로19길,795725,167609,107516,114881,130628,108612,166480
2470,1000520,1,골목상권,목동동로8길,397825,116933,40618,41850,71948,59528,66951
2471,1000519,1,골목상권,목동동로12길,675845,195907,76758,73158,131894,95901,102227
2472,1000518,1,골목상권,목동남로4길,452956,97103,45416,49493,77176,69230,114538
2473,1000517,1,골목상권,남부순환로88길,222862,57401,22639,29166,38824,31346,43486
2474,1000516,1,골목상권,남부순환로79길,466406,73043,53197,77227,71373,81624,109945
2475,1000515,1,골목상권,남부순환로70길,555486,81493,61371,69961,86722,89858,166079
2476,1000514,1,골목상권,남부순환로58길,257390,46516,28491,36725,37502,39184,68970
2477,1000513,1,골목상권,남부순환로40길,442596,60831,47660,57526,62856,79046,134677
2478,1000512,1,골목상권,남부순환로33길,527099,77604,70794,76530,77887,82477,141808
2479,1000511,1,골목상권,곰달래로5길,516943,67858,57278,67240,74902,89240,160423
2480,1000510,1,골목상권,곰달래로3길,849437,132517,85573,115561,126240,140689,248855
2481,1000509,1,골목상권,곰달래로2길,720541,102873,79766,121603,115996,114239,186063
2482,1000508,1,골목상권,곰달래로10길,653864,77380,84002,112845,107033,99813,172788
2483,1000507,1,골목상권,가로공원로58길,458120,66444,46247,56294,69662,75693,143781
2484,1000506,1,골목상권,효창원로93길,1356596,202301,212994,206235,218640,226157,290268
2485,1000505,1,골목상권,토정로37길,359785,69139,35185,63570,76216,47748,67927
2486,1000504,1,골목상권,월드컵로8길,722094,52091,176515,174431,126396,85836,106823
2487,1000503,1,골목상권,월드컵로7길,387610,43123,80740,88893,62479,47769,64606
2488,1000502,1,골목상권,월드컵로36길,1013437,169728,166381,174154,178518,132677,191979
2489,1000501,1,골목상권,월드컵로25길,985835,163958,150062,173948,171846,131471,194552
2490,1000500,1,골목상권,월드컵로19길,836644,86401,168893,174894,133923,103255,169278
2491,1000499,1,골목상권,월드컵로16길,920909,101948,179596,200920,161202,109742,167499
2492,1000498,1,골목상권,월드컵로11길,577612,60643,114158,136516,92687,66115,107494
2493,1000497,1,골목상권,월드컵로10길,669869,56205,141192,159968,124030,84734,103739
2494,1000496,1,골목상권,와우산로3길,326319,29138,82010,80125,47938,29978,57133
2495,1000495,1,골목상권,와우산로29길,444695,50564,146639,89484,57431,41194,59382
2496,1000494,1,골목상권,와우산로29가길,246360,27805,88113,51669,30666,20596,27511
2497,1000493,1,골목상권,양화진길,493906,33730,119139,122911,78593,65485,74048
2498,1000492,1,골목상권,양화로1길,683337,59515,148729,160059,116244,85943,112848
2499,1000491,1,골목상권,양화로11길,490320,31982,127434,118697,85011,58445,68749
2500,1000490,1,골목상권,신촌로30길,520246,88889,68474,101714,85012,75999,100157
2501,1000489,1,골목상권,신촌로28가길,467951,77924,71387,84286,75402,73759,85192
2502,1000488,1,골목상권,신촌로12길,699619,59299,230636,126801,84985,84738,113162
2503,1000487,1,골목상권,숭문길,974682,180972,145511,151078,178217,136928,181976
2504,1000486,1,골목상권,숭문8길,522259,90936,71818,93124,101894,70088,94397
2505,1000485,1,골목상권,성지3길,310221,20884,73827,83461,48431,38557,45061
2506,1000484,1,골목상권,성산로4길,693096,89104,115717,138965,127257,91699,130354
2507,1000483,1,골목상권,성미산로32길,363964,33283,98936,83752,58296,32925,56773
2508,1000482,1,골목상권,성미산로1길,947730,142137,142997,173240,185508,129898,173949
2509,1000481,1,골목상권,성미산로11길,666700,93640,115518,135426,121963,80856,119295
2510,1000480,1,골목상권,백범로16길,841170,162254,131179,137447,152529,110893,146866
2511,1000479,1,골목상권,방울내로9안길,1762143,284365,243543,313950,319083,259013,342189
2512,1000478,1,골목상권,모래내로7길,457701,82384,71141,70789,75516,62458,95413
2513,1000477,1,골목상권,매봉산로2길,662052,62687,136341,167171,129550,74511,91790
2514,1000476,1,골목상권,망원로2길,1186048,168287,206947,257685,197202,132524,223404
2515,1000475,1,골목상권,망원로11길,578707,84361,93140,100638,105930,75104,119535
2516,1000474,1,골목상권,만리재옛길,785640,109854,136231,149482,131463,114600,144008
2517,1000473,1,골목상권,마포대로4길,341972,36963,46735,74824,63018,52083,68350
2518,1000472,1,골목상권,마포대로20길,1448758,175326,213441,326790,260500,217738,254964
2519,1000471,1,골목상권,마포대로12길,263654,25283,44200,58674,51275,39851,44372
2520,1000470,1,골목상권,동교로38길,610381,50267,206648,135941,82164,56273,79088
2521,1000469,1,골목상권,동교로27길,898422,86530,228565,195742,148915,85990,152681
2522,1000468,1,골목상권,동교로25길,416200,38827,105647,90267,73064,41159,67236
2523,1000467,1,골목상권,동교로19길,596333,63889,121210,130362,114248,69869,96755
2524,1000466,1,골목상권,동교로17길,486681,47336,98893,109932,94629,57219,78673
2525,1000465,1,골목상권,독막로8길,304112,28336,80371,80309,46629,27817,40652
2526,1000464,1,골목상권,독막로32길,592115,99556,88283,99245,99344,84254,121435
2527,1000463,1,골목상권,독막로22길,385265,83287,47462,61153,68176,53115,72074
2528,1000462,1,골목상권,도화길,617734,74025,90074,122950,110894,96973,122819
2529,1000461,1,골목상권,도화4길,483212,94415,57784,76551,77551,72936,103977
2530,1000460,1,골목상권,대흥로28길,457711,39842,157321,68625,62798,58434,70693
2531,1000459,1,골목상권,대흥로21길,1009024,99992,323508,165211,139486,120464,160363
2532,1000458,1,골목상권,광성로6길,684651,98318,156488,113848,105708,78174,132114
2533,1000457,1,골목상권,홍제내길,731422,132996,93588,89549,116763,104652,193874
2534,1000456,1,골목상권,홍연길,857665,112081,109501,128140,150224,129548,228171
2535,1000455,1,골목상권,통일로39길,916287,126345,124736,114712,122376,152314,275804
2536,1000454,1,골목상권,통일로37길,390605,47743,52936,51475,55782,66536,116133
2537,1000453,1,골목상권,통일로11길,261266,35239,30285,41564,49996,40501,63681
2538,1000452,1,골목상권,충정로6길,280384,15944,44945,73291,68081,41206,36915
2539,1000451,1,골목상권,충정로4길,366751,22487,55635,85120,76015,57852,69642
2540,1000450,1,골목상권,증가로6길,769918,115720,137776,105217,114469,112751,183987
2541,1000449,1,골목상권,증가로23나길,2032659,327691,257624,290358,313404,305145,538437
2542,1000448,1,골목상권,증가로20가길,950696,154890,178762,139053,138035,129315,210641
2543,1000447,1,골목상권,증가로10길,891462,132203,212549,121828,134747,116411,173724
2544,1000446,1,골목상권,응암로1길,884381,121429,112000,124368,145229,128312,253043
2545,1000445,1,골목상권,연희로10길,601051,38722,267413,94184,51548,53364,95822
2546,1000444,1,골목상권,신촌로37길,1706136,187452,247813,354508,330744,262324,323294
2547,1000443,1,골목상권,수색로8길,788960,143351,91854,107458,125804,118867,201625
2548,1000442,1,골목상권,세무서길,1014193,145558,126185,120121,136408,173127,312793
2549,1000441,1,골목상권,세무서2길,526797,83157,73024,77058,72684,89084,131791
2550,1000440,1,골목상권,세검정로1길,452315,74902,49207,64494,71256,73777,118679
2551,1000439,1,골목상권,북아현로4길,5063081,520751,786550,1162949,1084821,763357,744655
2552,1000438,1,골목상권,모래내로15길,438393,91524,42021,71886,77389,60584,94990
2553,1000437,1,골목상권,명지대길,640778,96225,179676,81829,83466,88559,111021
2554,1000436,1,골목상권,독립문로8길,1521514,283111,182832,234614,249656,230738,340565
2555,1000435,1,골목상권,가재울로6길,664671,81063,105199,106462,103460,98732,169757
2556,1000434,1,골목상권,통일로92길,1159281,133654,187196,185832,158805,189087,304706
2557,1000433,1,골목상권,통일로87길,1105999,125870,185648,176205,165205,171605,281466
2558,1000432,1,골목상권,통일로78길,586003,78640,85842,81622,82310,90021,167569
2559,1000431,1,골목상권,통일로69길,239827,27825,31734,41793,36304,37991,64181
2560,1000430,1,골목상권,진흥로1길,1445359,231955,188595,229736,242568,225788,326717
2561,1000429,1,골목상권,진흥로12길,1321183,135091,180600,210034,182184,215731,397541
2562,1000428,1,골목상권,증산서길,314371,41134,39473,46952,45710,54561,86541
2563,1000427,1,골목상권,증산로9길,513922,77673,68026,74378,80950,72993,139903
2564,1000426,1,골목상권,증산로5길,648287,93529,89895,97537,98957,97519,170850
2565,1000425,1,골목상권,증산로21길,1260861,171454,180291,197434,199727,188936,323020
2566,1000424,1,골목상권,증산로17길,483595,74307,60492,65340,71820,75080,136556
2567,1000423,1,골목상권,증산로15길,342298,64794,38803,45835,51885,49978,91006
2568,1000422,1,골목상권,증산로13길,782819,114982,105767,107852,112068,128945,213205
2569,1000421,1,골목상권,응암로34길,709782,145896,70277,119110,130134,88702,155666
2570,1000420,1,골목상권,응암로22길,751987,139264,74021,134476,133560,97191,173473
2571,1000419,1,골목상권,응암로14길,1430913,225719,142020,291216,278938,181467,311554
2572,1000418,1,골목상권,응암로13길,450529,37709,66106,76507,72370,74334,123506
2573,1000417,1,골목상권,응암로12길,524164,78875,61305,73151,81880,84331,144623
2574,1000416,1,골목상권,은평로8길,1395639,272104,160715,250913,256894,169792,285220
2575,1000415,1,골목상권,은평로3길,644473,104118,90754,101209,101282,92459,154653
2576,1000414,1,골목상권,은평로20길,328364,54200,39154,64220,51961,47811,71017
2577,1000413,1,골목상권,은평로13길,610364,91784,81193,95318,99185,90694,152189
2578,1000412,1,골목상권,은평로10길,926516,165772,106370,146470,154082,128000,225823
2579,1000411,1,골목상권,연서로5길,727943,141665,87349,97325,124386,109078,168140
2580,1000410,1,골목상권,연서로41길,1279823,180214,160013,171432,194864,206057,367243
2581,1000409,1,골목상권,연서로3길,974718,212483,114964,132777,154746,132260,227486
2582,1000408,1,골목상권,연서로34길,622757,88839,78121,83009,93750,97740,181295
2583,1000407,1,골목상권,연서로33길,621023,82929,77369,85178,84704,98695,192145
2584,1000406,1,골목상권,연서로29길,732340,94151,133095,108335,109775,113676,173309
2585,1000405,1,골목상권,연서로28길,953675,101385,190008,159516,130925,137447,234396
2586,1000404,1,골목상권,연서로27길,393913,61645,74779,57866,64125,58083,77413
2587,1000403,1,골목상권,연서로21길,1073014,156647,157431,146510,182784,152973,276669
2588,1000402,1,골목상권,연서로17길,753752,117563,107698,102577,127009,108934,189969
2589,1000401,1,골목상권,연서로16길,1342070,210806,168846,218833,211597,186424,345565
2590,1000400,1,골목상권,연서로13길,620729,117068,82897,78318,99110,96834,146502
2591,1000399,1,골목상권,연서로11길,844684,186143,110798,108132,137783,122359,179470
2592,1000398,1,골목상권,역말로9길,906075,151377,129265,143397,134191,123835,224010
2593,1000397,1,골목상권,수색로18길,339045,34853,37976,57182,56274,60051,92708
2594,1000396,1,골목상권,서오릉로8길,252707,27807,29251,43267,39909,42951,69523
2595,1000395,1,골목상권,서오릉로21길,1018451,192020,109469,126522,150661,153590,286188
2596,1000394,1,골목상권,불광천길,1238120,166776,141038,212931,227166,171623,318586
2597,1000393,1,골목상권,갈현로7길,860289,157695,100349,118567,134539,132405,216733
2598,1000392,1,골목상권,갈현로41길,550668,65743,76823,74944,79069,84532,169555
2599,1000391,1,골목상권,갈현로33길,979060,195404,136476,129506,149845,144685,223144
2600,1000390,1,골목상권,갈현로1길,887647,172832,103708,136557,136392,133235,204924
2601,1000389,1,골목상권,가좌로7길,921618,147153,136029,128777,128088,136545,245026
2602,1000388,1,골목상권,한글비석로44길,1310154,224143,158357,137068,192268,210161,388155
2603,1000387,1,골목상권,한글비석로24길,814868,130278,94241,92634,117252,127067,253395
2604,1000386,1,골목상권,한글비석로22길,523410,92331,66712,54648,83506,89581,136631
2605,1000385,1,골목상권,석계로1길,648814,88187,99323,81634,101990,89748,187934
2606,1000384,1,골목상권,상계로9가길,2323954,353306,281974,259086,332671,397383,699532
2607,1000383,1,골목상권,상계로1길,1257106,229298,245500,169900,170215,185101,257092
2608,1000382,1,골목상권,상계로12길,1142013,192644,155278,121755,172745,193476,306114
2609,1000381,1,골목상권,동일로242길,481929,82468,57042,52272,57927,85888,146332
2610,1000380,1,골목상권,동일로192길,1039320,152463,284098,135740,124033,124943,218045
2611,1000379,1,골목상권,동일로173가길,1039216,128351,146948,159538,165669,163032,275679
2612,1000378,1,골목상권,공릉로58길,259986,50200,56742,25660,34454,39903,53029
2613,1000377,1,골목상권,해등로16길,529369,92926,76261,76091,77122,79057,127911
2614,1000376,1,골목상권,우이천로4다길,693800,113917,83456,74794,108709,116558,196364
2615,1000375,1,골목상권,우이천로32길,654628,127962,81059,78572,97495,92370,177171
2616,1000374,1,골목상권,시루봉로23길,496964,58704,56247,57214,71208,85660,167931
2617,1000373,1,골목상권,삼양로144길,357744,46968,64390,42304,52052,49971,102059
2618,1000372,1,골목상권,방학로6가길,400869,49108,43859,49689,57146,73278,127791
2619,1000371,1,골목상권,방학로5길,1128799,160559,149416,162123,157377,179649,319677
2620,1000370,1,골목상권,방학로15길,354438,73297,35599,36954,55163,55143,98280
2621,1000369,1,골목상권,방학로10길,402910,56199,45359,46780,57304,68216,129052
2622,1000368,1,골목상권,도봉산길,235251,27711,23292,26201,30171,40660,87215
2623,1000367,1,골목상권,도봉산4길,15142,0,500,590,708,3920,9425
2624,1000366,1,골목상권,도봉로181길,440533,64805,41364,49935,56943,73842,153644
2625,1000365,1,골목상권,도봉로169나길,350868,40936,40725,43546,47539,61024,117098
2626,1000364,1,골목상권,도봉로156길,259615,34052,32224,34161,38101,42635,78441
2627,1000363,1,골목상권,도봉로152가길,161984,19186,19254,22212,24095,28413,48824
2628,1000362,1,골목상권,도봉로147길,1161696,148510,136240,155762,161850,206543,352790
2629,1000361,1,골목상권,도봉로143길,439337,63138,50270,58565,60230,74829,132307
2630,1000360,1,골목상권,도봉로114길,1998180,234679,273860,277204,293463,325404,593570
2631,1000359,1,골목상권,도봉로109길,837807,108475,116409,122501,116066,128718,245639
2632,1000358,1,골목상권,도당로29길,502971,54735,66131,59056,69767,83721,169563
2633,1000357,1,골목상권,도당로19길,1125205,152855,131674,122707,154674,190564,372732
2634,1000356,1,골목상권,도당로13바길,623968,89072,67044,76900,94184,106870,189899
2635,1000355,1,골목상권,도당로13가길,252193,32606,27614,28898,37676,45134,80262
2636,1000354,1,골목상권,덕릉로60길,721044,122245,87011,75730,113882,118609,203564
2637,1000353,1,골목상권,노해로63다길,504389,81907,75342,68421,74874,78349,125498
2638,1000352,1,골목상권,노해로60길,932275,94454,169027,139948,135739,153792,239316
2639,1000351,1,골목상권,한천로140길,892452,81489,159465,133534,129946,145637,242383
2640,1000350,1,골목상권,한천로139가길,719453,66208,131509,104890,107025,118506,191317
2641,1000349,1,골목상권,한천로132길,1121029,98219,203075,174311,170399,180247,294775
2642,1000348,1,골목상권,한천로130길,1191800,172450,154804,153888,197464,190294,322900
2643,1000347,1,골목상권,한천로124나길,907498,124162,130560,122314,154779,139132,236552
2644,1000346,1,골목상권,한천로109길,773860,123541,80146,71771,114464,119945,263995
2645,1000345,1,골목상권,인수봉로79길,409979,77897,51564,43471,59859,62568,114617
2646,1000344,1,골목상권,인수봉로72길,954426,153395,118380,118458,136789,145196,282210
2647,1000343,1,골목상권,인수봉로56길,513827,88574,63999,64370,69020,78435,149428
2648,1000342,1,골목상권,오패산로67길,862973,64135,177981,134600,134270,132440,219548
2649,1000341,1,골목상권,오패산로52길,1136048,178477,146410,129211,153831,180887,347234
2650,1000340,1,골목상권,오패산로30길,411963,54749,60823,57794,59679,61722,117196
2651,1000339,1,골목상권,수유로12길,1182434,146970,190458,154353,151247,199677,339729
2652,1000338,1,골목상권,솔샘로65길,915528,118675,107386,121442,139248,165866,262911
2653,1000337,1,골목상권,솔매로50길,1014848,152755,133807,135175,152426,169595,271090
2654,1000336,1,골목상권,솔매로45길,558001,57129,79332,65974,72921,101905,180737
2655,1000335,1,골목상권,솔매로41길,494369,58566,73643,62939,71312,83457,144452
2656,1000334,1,골목상권,삼양로93길,507217,85603,62034,63240,67308,78674,150357
2657,1000333,1,골목상권,삼양로77길,625040,84876,79331,76567,84648,103634,195985
2658,1000332,1,골목상권,삼양로54길,685486,90147,79525,89149,97346,112407,216912
2659,1000331,1,골목상권,삼양로41길,1246664,167089,130616,155469,179134,204562,409794
2660,1000330,1,골목상권,삼양로27길,440651,72975,39945,55668,76546,70126,125393
2661,1000329,1,골목상권,삼양로24길,1395338,195544,142602,167409,200987,235814,452983
2662,1000328,1,골목상권,삼양로20길,772699,156908,82095,87411,123896,120826,201562
2663,1000327,1,골목상권,삼각산로28길,684751,74471,129777,101367,103632,105412,170092
2664,1000326,1,골목상권,도봉로99길,758906,91810,120345,112274,107973,117016,209489
2665,1000325,1,골목상권,도봉로8길,209637,28321,29400,28585,32896,35705,54732
2666,1000324,1,골목상권,도봉로76길,933677,71846,199081,133748,136745,148553,243705
2667,1000323,1,골목상권,도봉로67길,497538,57598,62528,58677,68828,85860,164046
2668,1000322,1,골목상권,도봉로45길,880587,96862,125558,108915,128197,155251,265804
2669,1000321,1,골목상권,도봉로18길,1026722,135138,125699,125248,157838,177391,305408
2670,1000320,1,골목상권,도봉로13길,1021338,141673,123484,112380,155959,169078,318762
2671,1000319,1,골목상권,덕릉로41길,660151,63595,122228,101548,109138,99066,164576
2672,1000318,1,골목상권,덕릉로40길,378289,45378,51537,51042,63242,60885,106205
2673,1000317,1,골목상권,노해로33길,431369,73138,49633,52862,62298,64050,129387
2674,1000316,1,골목상권,노해로23길,287548,44357,34156,32607,44162,45103,87164
2675,1000315,1,골목상권,노해로17길,503810,67909,84380,66179,73205,80387,131751
2676,1000314,1,골목상권,화랑로40길,410122,56384,74881,58798,57961,68101,93998
2677,1000313,1,골목상권,화랑로32길,934605,130715,157193,120176,145001,131192,250328
2678,1000312,1,골목상권,화랑로1길,1156133,235097,138177,164799,186025,166341,265693
2679,1000311,1,골목상권,화랑로19길,772610,107954,110713,116353,109489,120293,207808
2680,1000310,1,골목상권,화랑로14길,641042,98027,112137,99750,98157,96507,136465
2681,1000309,1,골목상권,화랑로13길,415527,73326,81114,56300,57320,63126,84343
2682,1000308,1,골목상권,한천로76길,342499,48541,50538,48559,52529,55094,87237
2683,1000307,1,골목상권,한천로101가길,429888,75533,49615,67692,74761,62373,99915
2684,1000306,1,골목상권,창경궁로43길,374900,44529,69831,62380,59304,51815,87040
2685,1000305,1,골목상권,지봉로20길,728766,92759,125377,113424,103696,117269,176243
2686,1000304,1,골목상권,종암로5길,547319,57602,187133,78760,58147,63489,102187
2687,1000303,1,골목상권,종암로24가길,371926,62131,52491,53520,60445,54433,88906
2688,1000302,1,골목상권,종암로21길,656656,119858,81850,97245,108493,102744,146468
2689,1000301,1,골목상권,종암로19길,750642,145442,102295,88949,114971,116586,182400
2690,1000300,1,골목상권,종암로16길,1236981,214971,167413,156352,192217,184467,321560
2691,1000299,1,골목상권,정릉로8길,85074,9618,21705,14425,9059,9909,20357
2692,1000298,1,골목상권,정릉로27길,481208,85266,71479,76534,70089,62517,115322
2693,1000297,1,골목상권,정릉로26길,310347,49960,41561,47093,46530,45107,80097
2694,1000296,1,골목상권,장위로50길,301092,31068,45928,41375,44400,50460,87862
2695,1000295,1,골목상권,장월로1길,997345,146427,200917,138092,132489,146990,232429
2696,1000294,1,골목상권,인촌로6길,448183,49689,82211,68592,59205,72938,115550
2697,1000293,1,골목상권,인촌로5길,498590,51165,158143,72171,63205,61441,92466
2698,1000292,1,골목상권,인촌로24길,519784,49428,254166,64130,47002,45682,59376
2699,1000291,1,골목상권,개운사길,356071,43867,155633,47187,30067,30182,49139
2700,1000290,1,골목상권,인촌로1길,470826,54360,107331,78225,64843,67186,98880
2701,1000289,1,골목상권,인촌로17가길,487622,58592,139196,67920,57151,58883,105880
2702,1000288,1,골목상권,오패산로4길,901243,145645,138844,125572,138246,141311,211624
2703,1000287,1,골목상권,오패산로3길,1366567,300547,141958,174422,210593,195910,343136
2704,1000286,1,골목상권,오패산로19길,408132,77714,48463,49564,62963,60934,108493
2705,1000285,1,골목상권,안암로5길,599892,63447,130443,93047,80636,93900,138418
2706,1000284,1,골목상권,아리랑로4길,836301,132393,179711,133174,133959,101750,155316
2707,1000283,1,골목상권,솔샘로6길,342234,40958,80920,43702,40693,44573,91389
2708,1000282,1,골목상권,성북로8길,252849,38498,38040,42222,37446,35969,60673
2709,1000281,1,골목상권,삼양로8길,482720,94443,49115,64049,85673,74704,114735
2710,1000280,1,골목상권,삼선교로16가길,371166,70332,59313,54779,60895,54796,71051
2711,1000279,1,골목상권,삼선교로10다길,469219,61612,90398,67584,72189,67678,109760
2712,1000278,1,골목상권,삼선교로10길,770300,111651,154427,119645,119922,103244,161410
2713,1000277,1,골목상권,보문로32길,982937,114527,307327,153408,126091,112109,169474
2714,1000276,1,골목상권,보문로31길,731148,87487,157666,135469,108611,109942,131972
2715,1000275,1,골목상권,보문로26길,314666,36319,89627,43572,37124,39067,68956
2716,1000274,1,골목상권,보문로13길,925194,133508,139390,141384,133214,156913,220785
2717,1000273,1,골목상권,보국문로16길,541335,70804,91668,74976,77870,76481,149537
