,상권코드,분기,상권구분,상권명,총생활인구수,10대생활인구,20대생활인구,30대생활인구,40대생활인구,50대생활인구,60대이상생활인구
1666,1001325,1,전통시장,청량리청과물시장,85195,3218,7551,9007,11727,16449,37242
1667,1001324,1,전통시장,전곡시장,23743,3939,2686,3017,3838,3933,6330
1668,1001323,1,전통시장,답십리시장,199902,33737,19761,26597,29924,33015,56867
1669,1001322,1,전통시장,동부시장,48541,4289,7781,8556,7786,8264,11866
1670,1001321,1,전통시장,답십리현대시장,260341,31754,32340,42582,43168,41660,68837
1671,1001320,1,전통시장,전농로터리시장,122978,24147,17295,18377,20318,17363,25479
1672,1001319,1,전통시장,청량리종합시장,103818,3463,8826,10894,13907,19751,46977
1673,1001318,1,전통시장,청량리전통시장,78231,3275,6215,7668,10728,15217,35131
1674,1001317,1,전통시장,청량리농수산물시장,29900,1279,2265,2853,4077,5819,13607
1675,1001316,1,전통시장,서울약령시장,1015293,91634,138432,123691,135420,160972,365147
1676,1001315,1,전통시장,동서시장,27794,1084,2105,2648,3786,5410,12760
1677,1001314,1,전통시장,경동시장,79824,3227,7541,8681,10517,14747,35109
1678,1001313,1,전통시장,청량리수산시장,84266,4955,9455,10461,11448,15448,32497
1679,1001312,1,전통시장,용두시장,39548,3307,8010,6897,5824,6579,8929
1680,1001311,1,전통시장,동부청과시장,19247,1552,2124,2515,2634,3325,7097
1681,1001310,1,전통시장,구의시장,11581,1845,1903,2016,1990,1819,2009
1682,1001309,1,전통시장,조양시장,37807,3439,10998,6176,4760,5722,6713
1683,1001308,1,전통시장,영동교골목시장,470602,42620,73706,68988,66794,88489,130005
1684,1001307,1,전통시장,능동로골목시장,172566,20202,24884,26848,28533,29715,42385
1685,1001306,1,전통시장,노룬산골목시장,174548,16401,24723,23302,26136,34465,49522
1686,1001305,1,전통시장,자양종합시장,62300,11908,8138,11296,10265,8966,11726
1687,1001304,1,전통시장,자양골목시장,847853,91301,148503,139636,129435,142332,196644
1688,1001303,1,전통시장,신성골목시장,43834,6284,5548,6471,6112,7671,11749
1689,1001302,1,전통시장,면곡골목시장,125916,13667,16499,21495,20516,23714,30025
1690,1001301,1,전통시장,중곡제일시장,250112,29287,35120,45529,36417,42237,61521
1691,1001300,1,전통시장,화양제일골목시장,217751,17274,94956,38885,23111,18269,25257
1692,1001299,1,전통시장,한아름시장,60994,4349,26857,10969,6598,5166,7054
1693,1001298,1,전통시장,성동용답상가시장,539127,60676,92848,76771,83691,87266,137874
1694,1001297,1,전통시장,뚝도시장,135565,16309,18639,23725,21988,25866,29036
1695,1001296,1,전통시장,금남시장,128154,21934,13099,19830,20022,19327,33944
1696,1001295,1,전통시장,행당시장,349846,37338,72904,53356,54519,56593,75138
1697,1001294,1,전통시장,마장축산물시장,240679,34041,29483,39430,40786,38940,57997
1698,1001293,1,전통시장,보광시장,29115,2961,4655,5435,5060,4436,6568
1699,1001292,1,전통시장,이태원제일시장,49167,4239,9239,11864,8488,5435,9901
1700,1001291,1,전통시장,이태원시장,27443,1791,5871,6410,4514,3899,4956
1701,1001290,1,전통시장,이촌종합시장,74496,14504,7166,11268,14382,10725,16450
1702,1001289,1,전통시장,용문전통시장,361079,37501,54056,68726,56061,53303,91433
1703,1001288,1,전통시장,만리시장,48920,6444,7077,8876,8140,8672,9711
1704,1001287,1,전통시장,신흥시장,69029,7889,10441,12966,11258,8364,18111
1705,1001286,1,전통시장,후암시장,59974,5789,8653,10965,10167,10165,14234
1706,1001285,1,전통시장,합동(새벽)시장,37947,2986,4802,8416,8476,6248,7016
1707,1001284,1,전통시장,서울중앙시장,753946,59548,105304,127619,109254,131720,220501
1708,1001283,1,전통시장,백학시장,323084,38407,44028,47813,53070,61398,78369
1709,1001282,1,전통시장,약수시장,501019,54156,68197,80146,78030,74169,146321
1710,1001281,1,전통시장,청평화시장,58451,1856,10691,15850,12016,8360,9678
1711,1001280,1,전통시장,제일평화시장,64601,1379,11838,17952,13511,9607,10313
1712,1001279,1,전통시장,동평화시장,146764,2858,26624,41052,30842,21856,23532
1713,1001277,1,전통시장,방산종합시장,540249,10126,57109,90785,110992,120822,150413
1714,1001276,1,전통시장,평화시장,30494,1198,5886,7489,5964,4754,5202
1715,1001275,1,전통시장,인현시장,100533,6265,14259,16226,21220,20552,22012
1716,1001274,1,전통시장,신중부시장,713142,23585,116611,133338,141716,140422,157471
1717,1001273,1,전통시장,남대문시장,838761,19898,117474,190824,180433,148080,182053
1718,1001272,1,전통시장,신설종합시장,40503,2155,6274,7322,6463,6878,11410
1719,1001271,1,전통시장,동묘시장,543733,25132,95226,97972,91449,96048,137908
1720,1001270,1,전통시장,창신골목시장,397332,28973,53526,43202,49469,93935,128226
1721,1001269,1,전통시장,동문시장,47201,1185,5726,8988,8813,9960,12529
1722,1001268,1,전통시장,충신시장,96332,6764,14317,14399,15651,19757,25445
1723,1001267,1,전통시장,종로신진시장,273551,6538,33549,43472,48227,60222,81545
1724,1001266,1,전통시장,동대문종합시장,127971,3308,15792,20347,22524,28076,37925
1725,1001265,1,전통시장,광장시장,155091,3992,18130,22568,28475,33192,48734
1726,1001264,1,전통시장,통인시장,199743,25631,29865,35410,35065,29077,44693
1727,1001263,1,발달상권,서울 노원구 노원역_3,1208298,186613,250180,176686,172490,190560,231767
1728,1001262,1,발달상권,서울 노원구 노원역_2,236797,31100,42620,33674,37570,42247,49587
1729,1001261,1,발달상권,서울 노원구 노원역_1,1400140,292969,184577,194778,213649,213227,300940
1730,1001260,1,발달상권,창동역,437807,59290,64448,57711,66847,75660,113851
1731,1001259,1,발달상권,서울 강북구 수유역_3,355011,26644,68419,52709,53303,60158,93777
1732,1001258,1,발달상권,등나무근린공원 주변,96803,21081,11301,11292,15570,15435,22123
1733,1001257,1,발달상권,서울 강북구 수유역_2,1682694,137734,404431,262535,262012,258871,357110
1734,1001256,1,발달상권,서울 강북구 수유역_1,304529,23989,67703,49392,51146,47505,64794
1735,1001255,1,발달상권,서울 은평구 연신내역_3,46320,4174,7990,6837,7067,7910,12343
1736,1001254,1,발달상권,서울 은평구 연신내역_2,1459398,150883,296041,225579,215189,222011,349695
1737,1001253,1,발달상권,서울 은평구 연신내역_1,640360,64634,119282,97684,88312,98499,171949
1738,1001252,1,발달상권,서울 성북구 미아삼거리역_2,357482,43842,51703,47535,56822,58906,98677
1739,1001251,1,발달상권,서울 강북구 미아삼거리역_1,586611,65740,97385,80640,91781,101078,149990
1740,1001250,1,발달상권,서울 은평구 불광역_3,395493,28330,67295,66521,55903,67794,109650
1741,1001249,1,발달상권,서울 은평구 불광역_2,514899,41655,76190,78691,74433,90526,153404
1742,1001248,1,발달상권,서울 은평구 불광역_1,302563,21533,49052,49440,45497,55722,81316
1743,1001247,1,발달상권,미아사거리_2,49406,7392,5935,7063,8776,8157,12083
1744,1001246,1,발달상권,미아사거리_1,125479,21403,14774,18051,22068,18070,31115
1745,1001245,1,발달상권,서울 성북구 성신여대입구역,1911364,266915,504148,303753,260342,229202,347002
1746,1001244,1,발달상권,경희대학교,611748,63103,211215,83469,68128,63977,121858
1747,1001243,1,발달상권,서울 성북구 안암역,255447,29246,111975,31229,23128,24054,35814
1748,1001242,1,발달상권,혜화역 대학로_3,873949,109212,279122,135780,116698,101114,132022
1749,1001241,1,발달상권,혜화역 대학로_2,373621,54150,132603,46610,45294,39689,55274
1750,1001240,1,발달상권,혜화역 대학로_1,530719,57541,145424,97093,73097,65137,92426
1751,1001239,1,발달상권,디지털미디어시티,293296,27868,62391,77566,67932,33651,23887
1752,1001238,1,발달상권,서울 동대문구 청량리역,889906,59303,115884,112452,127500,160204,314563
1753,1001237,1,발달상권,서울 종로구 경복궁역_2,94333,7266,15950,18691,17431,15185,19809
1754,1001236,1,발달상권,서울 종로구 안국역_2,95131,8606,14915,18865,20181,14749,17815
1755,1001235,1,발달상권,서울 종로구 안국역_1,79230,7081,11239,16736,17353,12875,13946
1756,1001234,1,발달상권,서울 종로구 경복궁역_1,326927,29895,52778,62052,60756,53894,67554
1757,1001233,1,발달상권,서울 종로구 종로3가역_3,204166,8930,34952,37418,41526,37843,43497
1758,1001232,1,발달상권,서울 종로구 종로3가역_2,860923,29754,175085,135863,138964,138667,242589
1759,1001231,1,발달상권,서울 동대문구 신설동역_2,248369,14247,48221,45061,41103,43960,55776
1760,1001230,1,발달상권,인사동,482617,17089,89538,99835,95675,79969,100511
1761,1001229,1,발달상권,서울 종로구 종로5가역_4,123143,12377,21916,23360,22919,20017,22553
1762,1001228,1,발달상권,서울 종로구 종로5가역_3,604148,38412,90174,93971,100460,123901,157232
1763,1001227,1,발달상권,종로구청,486709,16470,79704,120333,125780,82095,62326
1764,1001226,1,발달상권,서울 종로구 종로5가역_2,799963,49336,150113,169868,150236,134754,145655
1765,1001225,1,발달상권,신설동역,248769,10855,50209,43917,41739,44746,57301
1766,1001224,1,발달상권,서울 동대문구 신설동역_1,136087,5458,26754,25396,23140,23773,31566
1767,1001223,1,발달상권,서울 종로구 광화문역_2,886156,58734,120613,206396,190800,138736,170878
1768,1001222,1,발달상권,동묘앞역,79667,5146,11170,11556,12474,16400,22922
1769,1001221,1,발달상권,장안동사거리,964224,130888,149282,191938,170563,137497,184055
1770,1001220,1,발달상권,서울 종로구 동대문역_2,645874,20822,82901,104401,107062,138671,192019
1771,1001219,1,발달상권,서울 종로구 동대문역_1,126589,8173,16731,14233,16413,30153,40887
1772,1001218,1,발달상권,동대문시장_2,315370,8286,38995,50021,55515,69156,93397
1773,1001217,1,발달상권,서울 종로구 종로5가역_1,158623,4185,20575,25929,28332,33860,45742
1774,1001216,1,발달상권,서울 종로구 종로3가역_1,315255,8058,71122,74993,67498,47008,46575
1775,1001215,1,발달상권,서울 종로구 광화문역_1,235365,8717,38183,61301,59132,38860,29173
1776,1001214,1,발달상권,종각역,52403,1296,11346,13044,11839,7865,7016
1777,1001213,1,발달상권,종각역 젊음의 거리,755350,18832,171705,183993,164042,111270,105507
1778,1001212,1,발달상권,서대문구 서대문역_1,86477,7238,11760,17498,18125,14711,17145
1779,1001211,1,발달상권,동대문시장_1,143874,5883,29292,36970,28478,21239,22012
1780,1001210,1,발달상권,시청역_2,309291,20365,41854,77115,82992,51159,35807
1781,1001209,1,발달상권,서울시청,320169,5788,56858,88543,83279,51782,33920
1782,1001208,1,발달상권,서울 중구 을지로3가역_2,673845,8788,111380,158234,149935,120335,125174
1783,1001207,1,발달상권,서울 중구 신당역_2,861357,18981,156476,237988,178762,128614,140535
1784,1001206,1,발달상권,서대문구 서대문역_2,530453,41479,82388,119121,117070,87804,82593
1785,1001205,1,발달상권,동대문역사문화공원역,424980,12988,86683,102084,81809,69210,72206
1786,1001204,1,발달상권,서울 중구 을지로3가역_1,841873,19252,134062,166531,183343,173335,165350
1787,1001203,1,발달상권,명동거리,862069,24052,166878,227226,202948,131445,109520
1788,1001202,1,발달상권,롯데백화점,237341,5659,44890,64511,54180,37806,30296
1789,1001201,1,발달상권,서울 중구 신당역_1,717511,48799,109554,125642,114722,139615,179179
1790,1001200,1,발달상권,북창동,309393,7577,58240,84495,69196,49291,40593
1791,1001199,1,발달상권,서울 중구 충무로역_2,922954,35831,151846,183961,205525,177029,168764
1792,1001198,1,발달상권,서울 강서구 송정역,467594,67619,75782,84673,63481,65016,111025
1793,1001197,1,발달상권,장한평역_2,462572,34942,71449,89605,79692,80608,106279
1794,1001196,1,발달상권,시청역_1,330540,4972,49879,98167,97756,51875,27892
1795,1001195,1,발달상권,왕십리역_2,209818,19416,51550,35901,32609,32322,38020
1796,1001194,1,발달상권,서울 강서구 발산역,225766,29389,39634,44793,40163,30991,40795
1797,1001193,1,발달상권,장한평역_1,303259,20030,51125,60901,52530,53418,65255
1798,1001192,1,발달상권,서울 중구 충무로역_1,328825,29240,77018,56936,56849,52006,56777
1799,1001191,1,발달상권,왕십리역_1,34131,5132,6107,5276,5632,4906,7079
1800,1001190,1,발달상권,장한평역,106187,6583,19453,21338,20030,18399,20383
1801,1001189,1,발달상권,서울 중구 명동역,332729,22284,60944,71825,66976,50537,60163
1802,1001188,1,발달상권,장충동 족발거리,149367,9191,31988,29942,26677,22310,29258
1803,1001187,1,발달상권,한양시장,518060,59347,216638,72427,52956,48625,68067
1804,1001186,1,발달상권,서울 서대문구 이대역,1097408,86685,475615,181076,125024,105406,123602
1805,1001185,1,발달상권,서울 서대문구 신촌역,3186215,294402,1453738,552826,312124,258417,314709
1806,1001184,1,발달상권,서울 마포구 홍대입구역_3,321791,28222,101755,69211,50751,31844,40007
1807,1001183,1,발달상권,서울 마포구 홍대입구역_2,300616,26735,84184,67695,52028,29375,40597
1808,1001182,1,발달상권,홍익대학교 주변,4186112,444188,1555250,902765,554049,334073,395789
1809,1001181,1,발달상권,서울 광진구 군자역,780577,61245,192979,166566,109373,102346,148071
1810,1001180,1,발달상권,신촌역,1040585,81146,376854,180673,128836,117622,155454
1811,1001179,1,발달상권,강서구청,875803,84255,157219,171861,144849,125682,191939
1812,1001178,1,발달상권,서울 마포구 홍대입구역_1,546602,43493,150765,121907,93102,61690,75645
1813,1001177,1,발달상권,서울 중구 약수역_2,119152,12229,19230,21240,19081,17165,30205
1814,1001176,1,발달상권,서울 중구 약수역_1,42617,4425,6047,6881,6401,6229,12633
1815,1001175,1,발달상권,서울 강동구 고덕역,738367,212774,86259,80604,119151,100390,139191
1816,1001174,1,발달상권,등촌역,338985,33946,57481,71412,55075,49426,71646
1817,1001173,1,발달상권,서울 강동구 명일역,1486632,284948,154742,223919,260361,215682,346981
1818,1001172,1,발달상권,어린이대공원역,443758,31671,185913,86491,47328,42651,49704
1819,1001171,1,발달상권,서울 마포구 공덕역_2,117439,12219,19641,26336,22543,18452,18248
1820,1001170,1,발달상권,공덕역,302516,40716,49324,66880,56963,46008,42625
1821,1001169,1,발달상권,서울 용산구 숙대입구역,49781,2041,10240,11048,10227,7329,8898
1822,1001168,1,발달상권,남영역,123519,7035,25408,25509,23469,19883,22216
1823,1001167,1,발달상권,서울 마포구 공덕역_1,373819,43394,57908,79040,64950,61001,67525
1824,1001166,1,발달상권,서울 마포구 마포역_2,1508393,189349,190784,334394,323216,223324,247325
1825,1001165,1,발달상권,서울 광진구 건대입구역_2,1291820,121127,549310,220985,141485,110414,148500
1826,1001164,1,발달상권,서울 마포구 마포역_1,833913,79316,121077,181492,159892,130904,161232
1827,1001163,1,발달상권,서울 강동구 천호역_2,1072817,91543,212755,201340,165242,165666,236271
1828,1001162,1,발달상권,서울 광진구 건대입구역_1,503893,49092,155466,86403,65037,67389,80505
1829,1001161,1,발달상권,건대입구역,70830,7595,15156,11799,10188,10767,15324
1830,1001160,1,발달상권,서울 광진구 구의역,604203,45300,132545,122667,99940,91666,112085
1831,1001159,1,발달상권,서울 강동구 천호역,285287,22338,47120,53868,45728,47826,68407
1832,1001158,1,발달상권,당산역_2,279352,21721,61699,63674,43151,39669,49438
1833,1001157,1,발달상권,서울 강동구 천호역_1,196728,17218,35074,38192,31391,33300,41553
1834,1001156,1,발달상권,서울 강동구 길동역,1411160,131836,246013,265917,236343,220765,310287
